"BiocVersion","Description","Genome","SourceUrl","SourceType","SourceVersion","Species","TaxonomyId","Title","RDataPath","Coordinate_1_based","DataProvider","Maintainer","RDataClass","Recipe","DispatchClass","Location_Prefix","Tags"
"3.4","phastCons scores for Homo sapiens on chr17_KI270730v1_random","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270730v1_random.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr17_KI270730v1_random.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270730v1_random.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270730v1_random.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr17_KI270857v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270857v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr17_KI270857v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270857v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270857v1_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr17_KI270858v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270858v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr17_KI270858v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270858v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270858v1_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr17_KI270859v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270859v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr17_KI270859v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270859v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270859v1_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr17_KI270860v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270860v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr17_KI270860v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270860v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270860v1_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr17_KI270861v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270861v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr17_KI270861v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270861v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270861v1_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr17_KI270862v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270862v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr17_KI270862v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270862v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270862v1_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr17_KI270907v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270907v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr17_KI270907v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270907v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270907v1_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr17_KI270908v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270908v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr17_KI270908v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270908v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270908v1_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr17_KI270909v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270909v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr17_KI270909v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270909v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270909v1_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr17_KI270910v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270910v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr17_KI270910v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270910v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr17_KI270910v1_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr18","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr18.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr18_GL383567v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_GL383567v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr18_GL383567v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_GL383567v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_GL383567v1_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr18_GL383568v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_GL383568v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr18_GL383568v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_GL383568v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_GL383568v1_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr18_GL383569v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_GL383569v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr18_GL383569v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_GL383569v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_GL383569v1_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr18_GL383570v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_GL383570v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr18_GL383570v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_GL383570v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_GL383570v1_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr18_GL383571v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_GL383571v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr18_GL383571v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_GL383571v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_GL383571v1_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr18_GL383572v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_GL383572v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr18_GL383572v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_GL383572v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_GL383572v1_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr18_KI270863v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_KI270863v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr18_KI270863v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_KI270863v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_KI270863v1_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr18_KI270864v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_KI270864v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr18_KI270864v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_KI270864v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_KI270864v1_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr18_KI270911v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_KI270911v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr18_KI270911v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_KI270911v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_KI270911v1_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr18_KI270912v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_KI270912v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr18_KI270912v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_KI270912v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr18_KI270912v1_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr19","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr19.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr19_GL000209v2_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL000209v2_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr19_GL000209v2_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL000209v2_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL000209v2_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr19_GL383573v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL383573v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr19_GL383573v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL383573v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL383573v1_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr19_GL383574v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL383574v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr19_GL383574v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL383574v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL383574v1_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr19_GL383575v2_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL383575v2_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr19_GL383575v2_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL383575v2_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL383575v2_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr19_GL383576v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL383576v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr19_GL383576v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL383576v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL383576v1_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr19_GL949746v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL949746v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr19_GL949746v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL949746v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL949746v1_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr19_GL949747v2_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL949747v2_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr19_GL949747v2_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL949747v2_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL949747v2_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr19_GL949748v2_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL949748v2_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr19_GL949748v2_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL949748v2_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL949748v2_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr19_GL949749v2_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL949749v2_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr19_GL949749v2_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL949749v2_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL949749v2_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr19_GL949750v2_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL949750v2_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr19_GL949750v2_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL949750v2_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL949750v2_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr19_GL949751v2_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL949751v2_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr19_GL949751v2_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL949751v2_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL949751v2_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr19_GL949752v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL949752v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr19_GL949752v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL949752v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL949752v1_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr19_GL949753v2_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL949753v2_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr19_GL949753v2_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL949753v2_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_GL949753v2_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr19_KI270865v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_KI270865v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr19_KI270865v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_KI270865v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_KI270865v1_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr19_KI270866v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_KI270866v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr19_KI270866v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_KI270866v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_KI270866v1_alt.rds","phastCons,Annotation"
"3.4","phastCons scores for Homo sapiens on chr19_KI270867v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_KI270867v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr19_KI270867v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_KI270867v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle",NA,"GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr19_KI270867v1_alt.rds","phastCons,Annotation"
